date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:25:15	1096/1096	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22986a8f2e4d4426d568eb9690a63a995b%22	https://ai-tool.nextjstemplates.com/images/ai-tools/icon-3.svg	C:/Github/teste/ai-tool.nextjstemplates.com/images/ai-tools/icon-3.svg	(from https://ai-tool.nextjstemplates.com/ai-examples)
20:25:15	7889/7889	---MCZ	200	added ('OK')	application/javascript	etag:W/%2273bf10cf441985530e1df8bca889455e%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/content-writing-tool/page-e692805f5099f459.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/content-writing-tool/page-e692805f5099f45956e9.js	(from https://ai-tool.nextjstemplates.com/ai-examples/content-writing-tool)
20:25:15	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/ai-examples/static/chunks/8326-18e82aa83d4185c6.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/ai-examples/static/chunks/8326-18e82aa83d4185c6.9b56e9.delayed	(from https://ai-tool.nextjstemplates.com/ai-examples/content-writing-tool)
20:25:15	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/ai-examples/static/chunks/413-97124db4ebcbf279.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/ai-examples/static/chunks/413-97124db4ebcbf279.9c56e9.delayed	(from https://ai-tool.nextjstemplates.com/ai-examples/content-writing-tool)
20:25:16	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/ai-examples/static/chunks/1324-ed03bed52bd5b63c.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/ai-examples/static/chunks/1324-ed03bed52bd5b63c.9d56e9.delayed	(from https://ai-tool.nextjstemplates.com/ai-examples/content-writing-tool)
20:25:16	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/ai-examples/static/chunks/4908-348be032bfc7395c.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/ai-examples/static/chunks/4908-348be032bfc7395c.9e56e9.delayed	(from https://ai-tool.nextjstemplates.com/ai-examples/content-writing-tool)
20:25:16	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/ai-examples/static/chunks/9222-ae95c5031ac4cd61.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/ai-examples/static/chunks/9222-ae95c5031ac4cd61.9f56e9.delayed	(from https://ai-tool.nextjstemplates.com/ai-examples/content-writing-tool)
20:25:17	7703/7703	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a6d37c3092c128f9e8c4dc374138952%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/business-name-generator/page-726320ba38df95c0.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/business-name-generator/page-726320ba38df95c056e9.js	(from https://ai-tool.nextjstemplates.com/ai-examples/business-name-generator)
20:25:17	7218/7218	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f84983c3b0c69fd8252b6c726edc6384%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/product-name-generator/page-0d6afaf61f0366de.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/product-name-generator/page-0d6afaf61f0366de56e9.js	(from https://ai-tool.nextjstemplates.com/ai-examples/product-name-generator)
20:25:18	7622/7622	---MCZ	200	added ('OK')	application/javascript	etag:W/%2227b959e3e0c99fdae7f9e260b863547e%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/article-title-generator/page-27b4e4712863c1b2.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/article-title-generator/page-27b4e4712863c1b256e9.js	(from https://ai-tool.nextjstemplates.com/ai-examples/article-title-generator)
20:25:18	6576/6576	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b7a38d31f3e074bd6f745b98862b91cf%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/spreadsheet-generator/page-fbfac01b467b92d7.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/spreadsheet-generator/page-fbfac01b467b92d756e9.js	(from https://ai-tool.nextjstemplates.com/ai-examples/spreadsheet-generator)
20:25:19	6623/6623	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f3bfa3ebd4c09cd3b8873ca1b5aec5fe%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/interview-question-generator/page-a6da539ee69d4596.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/ai-examples/interview-question-generator/page-a6da539ee69d459656e9.js	(from https://ai-tool.nextjstemplates.com/ai-examples/interview-question-generator)
20:25:19	274/274	---M--	200	added ('OK')	application/javascript	etag:%220acbda021d4c986404e7346a0b38f326%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/blog/%5Bslug%5D/page-1cf438c95ed5f276.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/blog/[slug]/page-1cf438c95ed5f27656e9.js	(from https://ai-tool.nextjstemplates.com/blog/exploring-the-mern-stack-powering-modern-web-development)
20:25:19	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/blog/static/chunks/8326-18e82aa83d4185c6.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/blog/static/chunks/8326-18e82aa83d4185c6.a656e9.delayed	(from https://ai-tool.nextjstemplates.com/blog/exploring-the-mern-stack-powering-modern-web-development)
20:25:20	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/blog/static/chunks/413-97124db4ebcbf279.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/blog/static/chunks/413-97124db4ebcbf279.a756e9.delayed	(from https://ai-tool.nextjstemplates.com/blog/exploring-the-mern-stack-powering-modern-web-development)
20:25:20	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/blog/static/chunks/1324-ed03bed52bd5b63c.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/blog/static/chunks/1324-ed03bed52bd5b63c.a856e9.delayed	(from https://ai-tool.nextjstemplates.com/blog/exploring-the-mern-stack-powering-modern-web-development)
20:25:21	192231/192231	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2005:32:33%20GMT	https://cdn.sanity.io/images/nq6dnm34/production/b8b5e1f033a65f0194303d8a55ae400c50d27d1a-740x340.png	C:/Github/teste/cdn.sanity.io/images/nq6dnm34/production/b8b5e1f033a65f0194303d8a55ae400c50d27d1a-740x340.png	(from https://ai-tool.nextjstemplates.com/blog/tips-to-quickly-improve-your-coding-speed-in-2025-by-traversy-media)
20:25:22	319674/319674	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2003:45:45%20GMT	https://cdn.sanity.io/images/nq6dnm34/production/2f34d4baaa4ddb04129da8fbb9d075533b927337-970x440.png	C:/Github/teste/cdn.sanity.io/images/nq6dnm34/production/2f34d4baaa4ddb04129da8fbb9d075533b927337-970x440.png	(from https://ai-tool.nextjstemplates.com/blog/the-mern-stack-has-become-a-go-to-choice-for-modern-web-development-projects)
20:25:22	20447/20447	---MCZ	200	added ('OK')	application/javascript	etag:W/%228a6d37d7e08e5542fb788987a5781d56%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/3719-719a5cd8eb114201.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/3719-719a5cd8eb11420156e9.js	(from https://ai-tool.nextjstemplates.com/docs/bootstrap-template)
20:25:22	1530/1530	---MCZ	200	added ('OK')	application/javascript	etag:W/%2282bd3c7acf1ec91208c44ce5688ce4f1%22	https://ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/docs/%5Bslug%5D/page-5b867d56d9ea7642.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/_next/static/chunks/app/(site)/docs/[slug]/page-5b867d56d9ea764256e9.js	(from https://ai-tool.nextjstemplates.com/docs/bootstrap-template)
20:25:23	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/docs/static/chunks/8326-18e82aa83d4185c6.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/docs/static/chunks/8326-18e82aa83d4185c6.ad56e9.delayed	(from https://ai-tool.nextjstemplates.com/docs/bootstrap-template)
20:25:23	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/docs/static/chunks/413-97124db4ebcbf279.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/docs/static/chunks/413-97124db4ebcbf279.ae56e9.delayed	(from https://ai-tool.nextjstemplates.com/docs/bootstrap-template)
20:25:23	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/docs/static/chunks/1324-ed03bed52bd5b63c.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/docs/static/chunks/1324-ed03bed52bd5b63c.af56e9.delayed	(from https://ai-tool.nextjstemplates.com/docs/bootstrap-template)
20:25:24	5373/5373	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22602904eb971d1bc66a8a973de907f747%22	https://ai-tool.nextjstemplates.com/docs/static/chunks/3719-719a5cd8eb114201.js?dpl=dpl_23d1Zb521Cs1aAnbjs9SMCzuyLTa	C:/Github/teste/ai-tool.nextjstemplates.com/docs/static/chunks/3719-719a5cd8eb114201.b056e9.delayed	(from https://ai-tool.nextjstemplates.com/docs/bootstrap-template)
